filename,width,height,class,xmin,ymin,xmax,ymax
1693265baf88afffb0c107ed3c708e67a35a2f0f.png,300,300,egg,40,186,123,251
42b97e14a33b0b9d313edd276241df0a608ed343.png,300,300,egg,71,17,147,89
42b97e14a33b0b9d313edd276241df0a608ed343.png,300,300,egg,53,90,128,164
42b97e14a33b0b9d313edd276241df0a608ed343.png,300,300,egg,54,164,130,241
42b97e14a33b0b9d313edd276241df0a608ed343.png,300,300,egg,144,209,226,279
42b97e14a33b0b9d313edd276241df0a608ed343.png,300,300,egg,204,153,274,233
42b97e14a33b0b9d313edd276241df0a608ed343.png,300,300,egg,123,65,187,151
9c2642dff9dd0f1a0799b2f4dbfa07fa36caa7e1.png,300,300,egg,47,53,116,131
9c2642dff9dd0f1a0799b2f4dbfa07fa36caa7e1.png,300,300,egg,21,123,88,203
9c2642dff9dd0f1a0799b2f4dbfa07fa36caa7e1.png,300,300,egg,45,193,121,269
9c2642dff9dd0f1a0799b2f4dbfa07fa36caa7e1.png,300,300,egg,121,205,202,282
9c2642dff9dd0f1a0799b2f4dbfa07fa36caa7e1.png,300,300,egg,140,86,212,169
9c2642dff9dd0f1a0799b2f4dbfa07fa36caa7e1.png,300,300,egg,197,131,276,210
4efe68fd6cc62ac24b8d91d3b6d1387f8b3a8a96.png,300,300,egg,32,34,118,101
4efe68fd6cc62ac24b8d91d3b6d1387f8b3a8a96.png,300,300,egg,97,76,166,163
4efe68fd6cc62ac24b8d91d3b6d1387f8b3a8a96.png,300,300,egg,176,32,249,111
4efe68fd6cc62ac24b8d91d3b6d1387f8b3a8a96.png,300,300,egg,170,168,238,260
68bd76e4088c820fd7dff238bdc272f188ab2e60.png,300,300,dog,96,12,273,195
203d4b6944f6c70d9222f4efa789686418e58a0a.png,300,300,egg,33,114,98,173
203d4b6944f6c70d9222f4efa789686418e58a0a.png,300,300,egg,98,136,177,204
203d4b6944f6c70d9222f4efa789686418e58a0a.png,300,300,egg,48,185,122,264
203d4b6944f6c70d9222f4efa789686418e58a0a.png,300,300,egg,124,205,194,274
203d4b6944f6c70d9222f4efa789686418e58a0a.png,300,300,egg,142,73,223,136
8adca61356b458162f723c4bec781d70cd1ba369.png,300,300,egg,25,104,89,189
8adca61356b458162f723c4bec781d70cd1ba369.png,300,300,egg,141,160,206,240
8adca61356b458162f723c4bec781d70cd1ba369.png,300,300,egg,127,45,191,131
50f61ff13fd5ce0686d76089cd1e3de3ce53efd1.png,300,300,egg,163,16,248,87
18e840ea427e06ff5c20dd49f13d5d890241e2f8.png,300,300,egg,44,170,121,244
18e840ea427e06ff5c20dd49f13d5d890241e2f8.png,300,300,egg,193,79,278,147
446cd8accf54422090155f639d94d9337c9515c8.png,300,300,egg,69,83,150,156
446cd8accf54422090155f639d94d9337c9515c8.png,300,300,egg,187,72,266,146
446cd8accf54422090155f639d94d9337c9515c8.png,300,300,egg,128,162,214,232
d20af93d942dccc2cb62232263f5e413818211a6.png,300,300,egg,43,134,121,202
d20af93d942dccc2cb62232263f5e413818211a6.png,300,300,egg,107,169,188,240
5e34df4a5f22d9b2624c4cdc417ec64596fb5aba.png,300,300,egg,15,125,98,193
5e34df4a5f22d9b2624c4cdc417ec64596fb5aba.png,300,300,egg,101,123,184,191
5e34df4a5f22d9b2624c4cdc417ec64596fb5aba.png,300,300,egg,183,102,253,182
5e34df4a5f22d9b2624c4cdc417ec64596fb5aba.png,300,300,egg,73,183,151,262
d1f6d2edbcd6d3070582cc743c04bf07971074c3.png,300,300,dog,62,90,186,300
52ea7de8b1cf1dbfb0092effb3514cddb75bde88.png,300,300,handheld,18,7,300,284
56bfb8a3c3d6404dabfa623552b31c7d7057b77e.png,300,300,egg,98,43,168,121
56bfb8a3c3d6404dabfa623552b31c7d7057b77e.png,300,300,egg,61,109,134,189
238cc6fed7fbb56f352d0e32380a8cdf0986c7ea.png,300,300,egg,77,68,161,130
238cc6fed7fbb56f352d0e32380a8cdf0986c7ea.png,300,300,egg,168,176,246,248
8e939c789d854e71885c8b011ef9a385977309c7.png,300,300,egg,91,147,165,228
8e939c789d854e71885c8b011ef9a385977309c7.png,300,300,egg,112,33,180,115
60b09e664e872d6f9f0ed80fce1abc774dec7a1b.png,300,300,egg,54,79,124,164
60b09e664e872d6f9f0ed80fce1abc774dec7a1b.png,300,300,egg,27,168,107,237
60b09e664e872d6f9f0ed80fce1abc774dec7a1b.png,300,300,egg,108,161,174,244
60b09e664e872d6f9f0ed80fce1abc774dec7a1b.png,300,300,egg,157,116,224,200
60b09e664e872d6f9f0ed80fce1abc774dec7a1b.png,300,300,egg,139,52,227,116
ce1443905a7992148bbc177fbf95d3d80d36879e.png,300,300,badge,114,153,187,226
2081deb5b0bfa608cfc1a33dcce2bcb5b641407e.png,300,300,egg,116,94,181,180
2081deb5b0bfa608cfc1a33dcce2bcb5b641407e.png,300,300,egg,177,59,241,144
6abc0929ebed1bbee8693145bd5af8b4fd0aea3e.png,300,300,egg,138,84,210,165
4bdd9f31ffa047e09730ed7c149c64a953845276.png,300,300,rubik,72,45,200,169
084c93f1ea08dcae3753d9a7b4284449313f244d.png,300,300,egg,64,131,147,202
084c93f1ea08dcae3753d9a7b4284449313f244d.png,300,300,egg,116,28,196,105
33879dd18b1ee0c1096f4d96884748a1194eb3b7.png,300,300,egg,44,141,117,219
33879dd18b1ee0c1096f4d96884748a1194eb3b7.png,300,300,egg,102,118,189,182
33879dd18b1ee0c1096f4d96884748a1194eb3b7.png,300,300,egg,227,82,292,166
3dd73f420ce3c567b74bbb05c2f15c84fc06bdd8.png,300,300,egg,146,155,231,226
3dd73f420ce3c567b74bbb05c2f15c84fc06bdd8.png,300,300,egg,204,76,289,145
165550676dfa8f9e735b3372548c48f7ba01e5f3.png,300,300,egg,11,51,96,121
165550676dfa8f9e735b3372548c48f7ba01e5f3.png,300,300,egg,138,62,206,149
165550676dfa8f9e735b3372548c48f7ba01e5f3.png,300,300,egg,197,120,269,201
165550676dfa8f9e735b3372548c48f7ba01e5f3.png,300,300,egg,143,151,206,237
5712339867b61f6be00b59156958e5aa2c8826b8.png,300,300,egg,32,188,109,267
5712339867b61f6be00b59156958e5aa2c8826b8.png,300,300,egg,89,88,158,168
5712339867b61f6be00b59156958e5aa2c8826b8.png,300,300,egg,154,68,219,153
5712339867b61f6be00b59156958e5aa2c8826b8.png,300,300,egg,140,151,223,223
58a627af13249e1b014beb0c805e8d67b0fe229a.png,300,300,ball,108,16,252,158
7bb335b6f0bdf38ec87eed3cb5f64fd5edee43b8.png,300,300,egg,57,110,134,184
7bb335b6f0bdf38ec87eed3cb5f64fd5edee43b8.png,300,300,egg,121,75,193,154
7bb335b6f0bdf38ec87eed3cb5f64fd5edee43b8.png,300,300,egg,227,104,296,193
7bb335b6f0bdf38ec87eed3cb5f64fd5edee43b8.png,300,300,egg,120,158,189,243
8a42543608e0f7e7feb05ec2f4d8f96222105ab9.png,300,300,egg,181,77,267,140
b700831e0f94c08faaf13a0de4b6cb360891dec4.png,300,300,egg,60,169,142,239
b700831e0f94c08faaf13a0de4b6cb360891dec4.png,300,300,egg,148,81,234,145
cabf41e409c23370db5ff35ce630da8ae4e9a435.png,300,300,egg,118,129,197,200
cabf41e409c23370db5ff35ce630da8ae4e9a435.png,300,300,egg,187,101,273,164
beb943c9c7ee20e38717c4be104864c8bc75428a.png,300,300,bunny,109,130,179,200
92567d34f5022b3c699622e1880d68e73ef99006.png,300,300,rubik,56,76,160,182
59596fdcf3d583d113fc2d1427ccbcf415e3c25e.png,300,300,egg,25,112,88,199
59596fdcf3d583d113fc2d1427ccbcf415e3c25e.png,300,300,egg,141,61,206,141
59596fdcf3d583d113fc2d1427ccbcf415e3c25e.png,300,300,egg,126,172,191,259
53144f3e29b2a7d1e05a9cc1ba07d3b69a20db49.png,300,300,egg,90,228,178,297
a67ef0812bec032fa6bf2eb972fbd14743794da8.png,300,300,egg,32,86,115,156
a67ef0812bec032fa6bf2eb972fbd14743794da8.png,300,300,egg,96,35,165,117
a67ef0812bec032fa6bf2eb972fbd14743794da8.png,300,300,egg,159,62,242,137
a67ef0812bec032fa6bf2eb972fbd14743794da8.png,300,300,egg,169,133,251,203
a67ef0812bec032fa6bf2eb972fbd14743794da8.png,300,300,egg,108,174,177,255
a67ef0812bec032fa6bf2eb972fbd14743794da8.png,300,300,egg,36,155,119,221
633accfb55fe02144316f19af6d1ca148a73d152.png,300,300,egg,121,118,195,193
633accfb55fe02144316f19af6d1ca148a73d152.png,300,300,egg,187,159,265,233
633accfb55fe02144316f19af6d1ca148a73d152.png,300,300,egg,97,186,180,255
3afbc0369f0e08ec4bef2ef57a8b62727e97f69d.png,300,300,egg,47,88,126,164
3afbc0369f0e08ec4bef2ef57a8b62727e97f69d.png,300,300,egg,139,54,215,129
3afbc0369f0e08ec4bef2ef57a8b62727e97f69d.png,300,300,egg,192,92,268,170
3afbc0369f0e08ec4bef2ef57a8b62727e97f69d.png,300,300,egg,148,179,222,257
3afbc0369f0e08ec4bef2ef57a8b62727e97f69d.png,300,300,egg,96,139,170,214
c3f323deccfdb0121b4c174f84a83aa24458192b.png,300,300,egg,22,78,92,158
c3f323deccfdb0121b4c174f84a83aa24458192b.png,300,300,egg,142,82,149,84
c3f323deccfdb0121b4c174f84a83aa24458192b.png,300,300,egg,142,81,215,156
c3f323deccfdb0121b4c174f84a83aa24458192b.png,300,300,egg,16,162,104,222
c3f323deccfdb0121b4c174f84a83aa24458192b.png,300,300,egg,110,198,200,262
c3f323deccfdb0121b4c174f84a83aa24458192b.png,300,300,egg,167,145,251,210
c3f323deccfdb0121b4c174f84a83aa24458192b.png,300,300,egg,218,68,284,154
3edecdb82796a696b19bdb5538d18b27c7b944b8.png,300,300,egg,116,192,201,260
3edecdb82796a696b19bdb5538d18b27c7b944b8.png,300,300,egg,119,27,191,109
9e3d8b453f26a7708e83fb85575e81053f9eefa3.png,300,300,egg,126,143,193,226
9e3d8b453f26a7708e83fb85575e81053f9eefa3.png,300,300,egg,178,19,249,103
4ee0c582227b72aba65611189b468d84e4f5d11b.png,300,300,egg,61,177,146,240
4ee0c582227b72aba65611189b468d84e4f5d11b.png,300,300,egg,94,117,181,178
631158873555aed9b6b4391c6b055aa0fa4883cf.png,300,300,egg,50,139,128,213
631158873555aed9b6b4391c6b055aa0fa4883cf.png,300,300,egg,122,70,196,146
631158873555aed9b6b4391c6b055aa0fa4883cf.png,300,300,egg,152,190,226,273
9f0a7e8f76ddbd64cdade8992f3039075efbd6b3.png,300,300,egg,215,54,285,140
39991cb1a1bfb24e7253ba8fab730aab633b2177.png,300,300,egg,65,36,144,115
39991cb1a1bfb24e7253ba8fab730aab633b2177.png,300,300,egg,45,121,117,206
39991cb1a1bfb24e7253ba8fab730aab633b2177.png,300,300,egg,108,106,185,182
6f8142f677eb4f0612c51e3ba8779f67cd3b34c2.png,300,300,egg,89,42,164,108
6f8142f677eb4f0612c51e3ba8779f67cd3b34c2.png,300,300,egg,29,77,108,149
6f8142f677eb4f0612c51e3ba8779f67cd3b34c2.png,300,300,egg,24,146,94,226
6f8142f677eb4f0612c51e3ba8779f67cd3b34c2.png,300,300,egg,131,142,200,220
6f8142f677eb4f0612c51e3ba8779f67cd3b34c2.png,300,300,egg,205,159,292,230
6f8142f677eb4f0612c51e3ba8779f67cd3b34c2.png,300,300,egg,158,216,246,280
b3e16662a2b5faf81334ad52d23e603407cde2fb.png,300,300,egg,121,23,187,109
aafc5060301b03b017badb58b6a0d814d7a23974.png,300,300,egg,42,76,105,164
aafc5060301b03b017badb58b6a0d814d7a23974.png,300,300,egg,120,23,210,90
aafc5060301b03b017badb58b6a0d814d7a23974.png,300,300,egg,197,104,266,185
aafc5060301b03b017badb58b6a0d814d7a23974.png,300,300,egg,120,90,196,166
aafc5060301b03b017badb58b6a0d814d7a23974.png,300,300,egg,113,177,202,245
8d4f8ac0c1c975e664c590e0a19c956ca894e1e0.png,300,300,egg,194,97,265,181
a048d53a09215c05968224970df93adbe41d1df2.png,300,300,lock,46,84,157,158
c0b5121f47382a2a78ab47bcd419fda1da6390e8.png,300,300,egg,53,105,129,178
c0b5121f47382a2a78ab47bcd419fda1da6390e8.png,300,300,egg,87,14,165,91
c0b5121f47382a2a78ab47bcd419fda1da6390e8.png,300,300,egg,184,40,251,125
c0b5121f47382a2a78ab47bcd419fda1da6390e8.png,300,300,egg,210,123,292,193
c0b5121f47382a2a78ab47bcd419fda1da6390e8.png,300,300,egg,117,184,202,254
6c9266ba144c28c1c3607845b206cfa555c1f9a9.png,300,300,egg,115,34,184,119
6c9266ba144c28c1c3607845b206cfa555c1f9a9.png,300,300,egg,181,100,246,189
6c9266ba144c28c1c3607845b206cfa555c1f9a9.png,300,300,egg,109,146,193,218
6c9266ba144c28c1c3607845b206cfa555c1f9a9.png,300,300,egg,111,218,198,286
6c9266ba144c28c1c3607845b206cfa555c1f9a9.png,300,300,egg,45,145,111,231
7dda4133d1c146bfe96c3cc77858e318ddeef760.png,300,300,badge,84,141,158,217
c65c553931730fa83ef6b7ddb53de9aafca6b932.png,300,300,egg,72,39,138,122
c65c553931730fa83ef6b7ddb53de9aafca6b932.png,300,300,egg,114,91,200,156
c65c553931730fa83ef6b7ddb53de9aafca6b932.png,300,300,egg,59,126,134,205
c65c553931730fa83ef6b7ddb53de9aafca6b932.png,300,300,egg,218,138,289,223
c65c553931730fa83ef6b7ddb53de9aafca6b932.png,300,300,egg,166,208,247,274
c65c553931730fa83ef6b7ddb53de9aafca6b932.png,300,300,egg,163,7,237,80
a9daa2bb46ecb0a5e9209dcdc6164695f47b7bcd.png,300,300,egg,85,196,152,274
a9daa2bb46ecb0a5e9209dcdc6164695f47b7bcd.png,300,300,egg,197,84,276,161
c92d895ffd34a1237d6d86e9ed1fbbfa1ff5e1ba.png,300,300,egg,75,9,148,91
c92d895ffd34a1237d6d86e9ed1fbbfa1ff5e1ba.png,300,300,egg,150,12,235,84
c92d895ffd34a1237d6d86e9ed1fbbfa1ff5e1ba.png,300,300,egg,158,86,238,154
c92d895ffd34a1237d6d86e9ed1fbbfa1ff5e1ba.png,300,300,egg,61,91,143,155
c92d895ffd34a1237d6d86e9ed1fbbfa1ff5e1ba.png,300,300,egg,107,144,199,209
c92d895ffd34a1237d6d86e9ed1fbbfa1ff5e1ba.png,300,300,egg,51,172,131,249
80804c1a56cdf62b8f35381205b3f0789193d0ed.png,300,300,piggy,18,57,217,210
7b987b1c3345075bfefb014e24688a1fcd0b1307.png,300,300,egg,90,116,171,187
7b987b1c3345075bfefb014e24688a1fcd0b1307.png,300,300,egg,124,50,205,117
7b987b1c3345075bfefb014e24688a1fcd0b1307.png,300,300,egg,175,159,242,247
68b4737d5b9bab7b716af91762cd402173ac6538.png,300,300,egg,31,139,117,204
68b4737d5b9bab7b716af91762cd402173ac6538.png,300,300,egg,52,205,136,267
68b4737d5b9bab7b716af91762cd402173ac6538.png,300,300,egg,119,88,189,172
68b4737d5b9bab7b716af91762cd402173ac6538.png,300,300,egg,125,22,210,86
68b4737d5b9bab7b716af91762cd402173ac6538.png,300,300,egg,218,74,283,158
68b4737d5b9bab7b716af91762cd402173ac6538.png,300,300,egg,204,157,292,228
6895fa3500696a885e5d19d7a48e921449103521.png,300,300,egg,63,97,151,163
6895fa3500696a885e5d19d7a48e921449103521.png,300,300,egg,123,32,201,106
6895fa3500696a885e5d19d7a48e921449103521.png,300,300,egg,152,96,237,159
6895fa3500696a885e5d19d7a48e921449103521.png,300,300,egg,52,206,122,291
5540719e139e9e308deef8fe7c4b243172cc0c36.png,300,300,egg,42,93,122,164
5540719e139e9e308deef8fe7c4b243172cc0c36.png,300,300,egg,126,109,195,191
5540719e139e9e308deef8fe7c4b243172cc0c36.png,300,300,egg,213,60,295,139
5540719e139e9e308deef8fe7c4b243172cc0c36.png,300,300,egg,176,191,241,281
a4747648f1b003f6c152bcd09c183a9b5db145ba.png,300,300,egg,141,125,213,205
a8cd253df981b308ed8b37c397242cc5bff87973.png,300,300,egg,99,44,178,119
58bc34e6ed5af50810a857d4c39b3fa2340ad526.png,300,300,egg,115,31,203,93
58bc34e6ed5af50810a857d4c39b3fa2340ad526.png,300,300,egg,197,40,268,121
58bc34e6ed5af50810a857d4c39b3fa2340ad526.png,300,300,egg,179,122,255,193
58bc34e6ed5af50810a857d4c39b3fa2340ad526.png,300,300,egg,120,95,182,177
3d0dc73c8b6e585a37fc00ce3408b2ed3023a9b2.png,300,300,egg,119,111,202,176
3d0dc73c8b6e585a37fc00ce3408b2ed3023a9b2.png,300,300,egg,217,80,300,149
3d0dc73c8b6e585a37fc00ce3408b2ed3023a9b2.png,300,300,egg,90,12,173,88
3d0dc73c8b6e585a37fc00ce3408b2ed3023a9b2.png,300,300,egg,86,170,149,257
cf1079f30d3954ffe94a93b980419253ab6ca648.png,300,300,egg,79,132,161,197
cf1079f30d3954ffe94a93b980419253ab6ca648.png,300,300,egg,171,74,248,148
51bacff3a12f3da6d63b2ff2a65882296272b1ea.png,300,300,egg,13,68,83,149
51bacff3a12f3da6d63b2ff2a65882296272b1ea.png,300,300,egg,84,64,150,141
51bacff3a12f3da6d63b2ff2a65882296272b1ea.png,300,300,egg,145,107,206,191
51bacff3a12f3da6d63b2ff2a65882296272b1ea.png,300,300,egg,11,153,90,226
51bacff3a12f3da6d63b2ff2a65882296272b1ea.png,300,300,egg,90,159,156,235
51bacff3a12f3da6d63b2ff2a65882296272b1ea.png,300,300,egg,174,172,251,249
60d569900fe1ce5418dabbeee3f2cca105b8797f.png,300,300,bunny,131,119,200,197
781f6a6416fe5500c367c53beeea3d2a57998011.png,300,300,egg,42,35,125,107
781f6a6416fe5500c367c53beeea3d2a57998011.png,300,300,egg,195,43,275,117
781f6a6416fe5500c367c53beeea3d2a57998011.png,300,300,egg,85,165,160,245
781f6a6416fe5500c367c53beeea3d2a57998011.png,300,300,egg,161,157,246,224
3e1ed39bf608487c0bbe358f2764bcd46367380e.png,300,300,egg,52,10,120,95
3e1ed39bf608487c0bbe358f2764bcd46367380e.png,300,300,egg,63,139,150,203
3e1ed39bf608487c0bbe358f2764bcd46367380e.png,300,300,egg,150,142,237,204
3e1ed39bf608487c0bbe358f2764bcd46367380e.png,300,300,egg,120,195,201,269
d764979ad0e8596c471f06f7350a8b40e09ba970.png,300,300,egg,173,211,257,284
84d11539d31286c54c7e1a0a386b06e9f7cf18c6.png,300,300,egg,62,107,144,179
84d11539d31286c54c7e1a0a386b06e9f7cf18c6.png,300,300,egg,89,41,167,112
84d11539d31286c54c7e1a0a386b06e9f7cf18c6.png,300,300,egg,168,96,249,169
84d11539d31286c54c7e1a0a386b06e9f7cf18c6.png,300,300,egg,133,215,213,292
9742fcd4e2ddd3eae351b366779e75ccc102ccc9.png,300,300,egg,190,108,280,173
b60634adb1859a180db4aa00ff2aba0b7870500c.png,300,300,egg,55,87,130,161
b60634adb1859a180db4aa00ff2aba0b7870500c.png,300,300,egg,93,33,169,109
b60634adb1859a180db4aa00ff2aba0b7870500c.png,300,300,egg,179,78,256,152
b60634adb1859a180db4aa00ff2aba0b7870500c.png,300,300,egg,138,132,213,205
b60634adb1859a180db4aa00ff2aba0b7870500c.png,300,300,egg,88,176,165,255
ca2f477e1359db1fdce1571f37ce6809a77e31c0.png,300,300,egg,121,61,201,134
ca2f477e1359db1fdce1571f37ce6809a77e31c0.png,300,300,egg,106,141,190,209
ca2f477e1359db1fdce1571f37ce6809a77e31c0.png,300,300,egg,183,174,248,240
